#,ID,Title,Authors,Year,Source.title..Please..make.sure.to.enter.this.correctly..we.needed.to.check.if.it.belongs.to.predatory.journals.,Volume,Issue,Art_No,Page_start,Page_end,Page_count,Cited_by,DOI,Link,Exclusion_reason
264,294,Pasture production in a silvopastoral system in relation with microclimate variables in the atlantic coast of spain,"Silva-Pando F.J., Gonz·lez-Hern·ndez M.P., Rozados-Lorenzo M.J.",2002,Agroforestry Systems,56,3,NA,203,211,NA,24,10.1023/A:1021359817311,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036952873&doi=10.1023%2fA%3a1021359817311&partnerID=40&md5=7d0e957a1b915880585b2ed4fdb5cbef,Not compare biodiversity
265,296,Effects of vegetation management intensity on biodiversity and ecosystem services in vineyards: a meta-analysis,"Winter S., Bauer T., Strauss P., Kratschmer S., Paredes D., Popescu D., Landa B., Guzm·n G., GÛmez J.A., Guernion M., Zaller J.G., Bat·ry P.",2018,Journal of Applied Ecology,55,5,NA,2484,2495,NA,19,10.1111/1365-2664.13124,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85052093884&doi=10.1111%2f1365-2664.13124&partnerID=40&md5=810fc4dde85404e61a4ff1b9240972ba,It's a meta-analysis or review
266,297,"Influence of vineyard floor management practices on soil aggregate stability , total soil carbon and grapevine yield","Adams, K. E.",2011,California Polytechnic State University,NA,NA,NA,NA,NA,NA,NA,10.15368/theses.2011.170,NA,Unpublished studies
267,298,"Carbon and soil microbial respiration in soil from conventional, organic vineyards and comparison with an adjacent forest","Amaral H.F., Sena J.O.A., Andrade D.S., J·come A.G., Caldas R.G.",2012,Semina:Ciencias Agrarias,33,2,NA,437,448,NA,NA,10.5433/1679-0359.2012v33n2p437,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84862306792&doi=10.5433%2f1679-0359.2012v33n2p437&partnerID=40&md5=3ca0be78a3b69ecbe9635bfc590e7d07,Different Output 
268,299,Can cover crops reduce rabbit-induced damages in vineyards in southern spain?,"Barrio I.C., Villafuerte R., Tortosa F.S.",2012,Wildlife Biology,18,1,NA,88,96,NA,12,10.2981/10-110,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84859357682&doi=10.2981%2f10-110&partnerID=40&md5=49e6b3f19628b7bf0a51efef236d610c,Not abundance or richness
269,300,"Impacts of crop level, soil and irrigation management in grape berries of cv ‚Äòtrincadeira‚Äô (vitis vinifera l.)","Barroso J.M., Pombeiro L., Rato A.E.",2017,Journal of Wine Research,28,1,NA,1,12,NA,4,10.1080/09571264.2016.1238350,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84990937881&doi=10.1080%2f09571264.2016.1238350&partnerID=40&md5=6626a93645a4cae8a92910070381d84a,Not compare biodiversity
270,301,Impact of organic inputs on wettability characteristics and structural stability in silty vineyard topsoil,"Bartoli F., Dousset S.",2011,European Journal of Soil Science,62,2,NA,183,194,NA,12,10.1111/j.1365-2389.2010.01337.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79952783043&doi=10.1111%2fj.1365-2389.2010.01337.x&partnerID=40&md5=93ddd34deafb745d9b8f0569dd673b72,Irrelevant 
271,302,Weed control and cover crop management affect mycorrhizal colonization of grapevine roots and arbuscular mycorrhizal fungal spore populations in a california vineyard,"Baumgartner K., Smith R.F., Bettiga L.",2005,Mycorrhiza,15,2,NA,111,119,NA,31,10.1007/s00572-004-0309-2,https://www.scopus.com/inward/record.uri?eid=2-s2.0-16444376876&doi=10.1007%2fs00572-004-0309-2&partnerID=40&md5=3f682b23a0b668255cc022969a6335f2,Missing data
272,303,Effects of permanent grass versus tillage on aggregation and organic matter dynamics in a poorly developed vineyard soil,"Belmonte S.A., Celi L., Stanchi S., Said-Pullicino D., Zanini E., Bonifacio E.",2016,Soil Research,54,7,NA,797,808,NA,4,10.1071/SR15277,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84991494450&doi=10.1071%2fSR15277&partnerID=40&md5=fa05c46642a589e012b5a0d49e2cd041,Irrelevant 
273,304,Effect of land use and management on the early stages of soil water erosion in french mediterranean vineyards,"Blavet D., De Noni G., Le Bissonnais Y., Leonard M., Maillo L., Laurent J.Y., Asseline J., Leprun J.C., Arshad M.A., Roose E.",2009,Soil and Tillage Research,106,1,NA,124,136,NA,85,10.1016/j.still.2009.04.010,https://www.scopus.com/inward/record.uri?eid=2-s2.0-71549131601&doi=10.1016%2fj.still.2009.04.010&partnerID=40&md5=c9391d3beafdedae527aaeb147a9babf,Irrelevant 
274,305,Effect of cover crops on brazilian ground pearl (hemiptera: margarodidae) in vineyards [efeito da cobertura vegetal sobre a p„©rola-da-terra (hemiptera: margarodidae) na cultura da videira],"Botton M., de Melo G.W.B., de Oliveira O.L.P., Onzi I.",2010,Acta Scientiarum - Agronomy,32,4,NA,681,684,NA,6,10.4025/actasciagron.v32i4.4773,https://www.scopus.com/inward/record.uri?eid=2-s2.0-78650082200&doi=10.4025%2factasciagron.v32i4.4773&partnerID=40&md5=a60ad19e0f2184931f8c8da68a3ac7cf,Not English
275,306,Regional-scale analysis of arbuscular mycorrhizal fungi: the case of burgundy vineyards,"Bouffaud M.L., Bernaud E., Colombet A., Van Tuinen D., Wipf D., Redecker D.",2016,Journal International des Sciences de la Vigne et du Vin,50,1,NA,1,8,NA,6,10.20870/oeno-one.2016.50.1.49,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84971420365&doi=10.20870%2foeno-one.2016.50.1.49&partnerID=40&md5=c4205b1739508fbc5029a01d949ff7e5,Not compare biodiversity
276,307,Organic farming in isolated landscapes does not benefit flower-visiting insects and pollination,"Brittain C., Bommarco R., Vighi M., Settele J., Potts S.G.",2010,Biological Conservation,143,8,NA,1860,1867,NA,45,10.1016/j.biocon.2010.04.029,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77954814719&doi=10.1016%2fj.biocon.2010.04.029&partnerID=40&md5=c18408b6533b398ebef6ae908eb03ad3,Not compare biodiversity
277,308,Effects of vineyard management on biodiversity at three trophic levels,"Bruggisser O.T., Schmidt-Entling M.H., Bacher S.",2010,Biological Conservation,143,6,NA,1521,1528,NA,92,10.1016/j.biocon.2010.03.034,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77954817270&doi=10.1016%2fj.biocon.2010.03.034&partnerID=40&md5=272ab68258e8fd2f1388f63fc685a583,Not compare biodiversity
278,310,Organic versus conventional systems in viticulture: comparative effects on spiders and carabids in vineyards and adjacent forests,"Caprio E., Nervo B., Isaia M., Allegro G., Rolando A.",2015,Agricultural Systems,136,NA,NA,61,69,NA,29,10.1016/j.agsy.2015.02.009,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84924912143&doi=10.1016%2fj.agsy.2015.02.009&partnerID=40&md5=7c72bbf9108caebae1990c0bdcbb19ec,Not compare simplifiedd vs diversified
279,311,How are nematode communities affected during a conversion from conventional to organic farming in southern french vineyards?,"Coll P., Le Cadre E., Villenave C.",2012,Nematology,16,PART6,NA,665,676,NA,8,10.1163/156854112X624195,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84876149103&doi=10.1163%2f156854112X624195&partnerID=40&md5=79a195546645ae4eecf5a5a6b442706e,Not compare biodiversity
280,312,Organic viticulture and soil quality: a long-term study in southern france,"Coll P., Le Cadre E., Blanchart E., Hinsinger P., Villenave C.",2011,Applied Soil Ecology,50,1,NA,37,44,NA,35,10.1016/j.apsoil.2011.07.013,https://www.scopus.com/inward/record.uri?eid=2-s2.0-80052901570&doi=10.1016%2fj.apsoil.2011.07.013&partnerID=40&md5=47764c9d125f109298eaebbff9e282f9,Not compare biodiversity
281,313,"Grapevine and soil water relations with nodding needlegrass (nassella cernua), a california native grass, as a cover crop",Costello M.J.,2010,HortScience,45,4,NA,621,627,NA,4,NA,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77952024039&partnerID=40&md5=8c0b9bf851c5457349ec0d4f01f674e7,Irrelevant 
282,316,Can cover crops reduce leafhopper abundance in vineyards?,"Daane K. M., Costello M. J.",1998,California Agriculture,52,NA,NA,27,33,NA,NA,10.3733/ca.v052n05p27,NA,Missing data
283,317,Effects of native grass cover crops on beneficial and pest invertebrates in australian vineyards,"Danne A., Thomson L.J., Sharley D.J., Penfold C.M., Hoffmann A.A.",2010,Environmental Entomology,39,3,NA,970,978,NA,41,10.1603/EN09144,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77953159013&doi=10.1603%2fEN09144&partnerID=40&md5=9c5502c8f3a06acd143d35c04d82a681,Not compare biodiversity
284,320,Landscape mosaic attributes for maintaining groundliving spider diversity in a biodiversity hotspot,"Gaigher R., Samways M.J.",2014,Insect Conservation and Diversity,7,5,NA,470,479,NA,11,10.1111/icad.12070,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84908668779&doi=10.1111%2ficad.12070&partnerID=40&md5=a7da2a4899a6bc1d52fd38dcac9841df,Forest plantation or natural land
285,321,Nitrogen losses in vineyards under different types of soil groundcover. a field runoff simulator approach in central spain,"GarcÌa-DÌaz A., Bienes R., Sastre B., Novara A., Gristina L., Cerd‡ A.",2017,"Agriculture, Ecosystems and Environment",236,NA,NA,256,267,NA,43,10.1016/j.agee.2016.12.013,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85005943235&doi=10.1016%2fj.agee.2016.12.013&partnerID=40&md5=445dc9f7ee410c13fe86341244ab9c9e,Different Output 
286,322,Complete vineyard floor cover crops favorably limit grapevine vegetative growth,"Giese G., Velasco-Cruz C., Roberts L., Heitman J., Wolf T.K.",2014,Scientia Horticulturae,170,NA,NA,256,266,NA,17,10.1016/j.scienta.2014.03.011,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84897418670&doi=10.1016%2fj.scienta.2014.03.011&partnerID=40&md5=b343377a53090c86d3bf6bd2dc1200d8,Different Output 
287,323,The effects of cover crops and conventional tillage on soil and runoff loss in vineyards and olive groves in several mediterranean countries,"GÛmez J.A., Llewellyn C., Basch G., Sutton P.B., Dyson J.S., Jones C.A.",2011,Soil Use and Management,27,4,NA,502,514,NA,48,10.1111/j.1475-2743.2011.00367.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-82255175800&doi=10.1111%2fj.1475-2743.2011.00367.x&partnerID=40&md5=5626db203c85cfaf5fb2b0219820067b,Different Output 
288,325,"Effects of cover crops on grapevines, yield, juice composition, soil microbial ecology, and gopher activity","Ingels C.A., Scow K.M., Whisson D.A., Drenovsky R.E.",2005,American Journal of Enology and Viticulture,56,1,NA,19,29,NA,71,NA,https://www.scopus.com/inward/record.uri?eid=2-s2.0-16344383908&partnerID=40&md5=1ed16431090226986410cb936e836860,Different Output 
289,327,Influence of landscape diversity and agricultural practices on spider assemblage in italian vineyards of langa astigiana (northwest italy),"Isaia M., Bona F., Badino G.",2006,Environmental Entomology,35,2,NA,297,307,NA,61,10.1603/0046-225X-35.2.297,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33750213690&doi=10.1603%2f0046-225X-35.2.297&partnerID=40&md5=318dbb8a16437c8945841a8e0e46d82b,Missing data
290,329,Endemic pollinator response to organic vs. conventional farming and landscape context in the cape floristic region biodiversity hotspot,"Kehinde T., Samways M.J.",2012,"Agriculture, Ecosystems and Environment",146,1,NA,162,167,NA,32,10.1016/j.agee.2011.10.020,https://www.scopus.com/inward/record.uri?eid=2-s2.0-82255161806&doi=10.1016%2fj.agee.2011.10.020&partnerID=40&md5=212f7126f1139a9675cbead785dc7d60,Not compare simplifiedd vs diversified
291,330,Insect-flower interactions: network structure in organic versus conventional vineyards,"Kehinde T., Samways M.J.",2014,Animal Conservation,17,5,NA,401,409,NA,11,10.1111/acv.12118,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84907879401&doi=10.1111%2facv.12118&partnerID=40&md5=3ebadf3d5649a0f6f0600bffcb14c0d2,Not compare simplifiedd vs diversified
292,331,Management defines species turnover of bees and flowering plants in vineyards,"Kehinde T., Samways M.J.",2014,Agricultural and Forest Entomology,16,1,NA,95,101,NA,11,10.1111/afe.12038,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84892508381&doi=10.1111%2fafe.12038&partnerID=40&md5=743c2a8d50e3f5091fabb72511f37142,Not compare simplifiedd vs diversified
293,332,"Vineyard Ó¥15n, nitrogen and water status in perennial clover and bunch grass cover crop systems of california's central valley","King A.P., Berry A.M.",2005,"Agriculture, Ecosystems and Environment",109,NA,NA,262,272,NA,31,10.1016/j.agee.2005.03.002,https://www.scopus.com/inward/record.uri?eid=2-s2.0-22144444223&doi=10.1016%2fj.agee.2005.03.002&partnerID=40&md5=a77ec1fc2be6aaa7cead6f032d2d45f6,Not compare simplifiedd vs diversified
294,333,Sodding between rows and microbial preparations in the environmentally secure production of grapes,Klymenko N.,2014,Acta Horticulturae,1032,NA,NA,133,138,NA,NA,NA,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84901050683&partnerID=40&md5=d17825b969a787996ae1845479f30fe8,Not compare biodiversity
295,334,Cabernet sauvignon' grape anthocyanin increased by soil conservation practices,"Lee J., Steenwerth K.L.",2013,Scientia Horticulturae,159,NA,NA,128,133,NA,17,10.1016/j.scienta.2013.05.025,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84880395881&doi=10.1016%2fj.scienta.2013.05.025&partnerID=40&md5=052447137f63c4834167ae314b0fb3cc,Irrelevant 
296,335,"Soil conservation beneath grass cover in hillside vineyards under mediterranean climatic conditions (madrid, spain)","Marques M.J., GarcÌa-MuÒoz S., MuÒoz-Organero G., Bienes R.",2010,Land Degradation and Development,21,2,NA,122,131,NA,42,10.1002/ldr.915,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77953662139&doi=10.1002%2fldr.915&partnerID=40&md5=f4865e4136e5d32bcd3b999cc5bb6bb5,Not compare biodiversity
297,336,Sustainable management of an intercropped mediterranean vineyard,"Mercenaro L., Nieddu G., Pulina P., Porqueddu C.",2014,"Agriculture, Ecosystems and Environment",192,NA,NA,95,104,NA,12,10.1016/j.agee.2014.04.005,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84901607106&doi=10.1016%2fj.agee.2014.04.005&partnerID=40&md5=5c42da2cb7a2b3aac62a8163a5e66063,Not compare biodiversity
298,337,"Effects of vineyard floor cover crops on grapevine vigor, yield, and fruit quality, and the development of the vine mealybug under a mediterranean climate","Muscas E., Cocco A., Mercenaro L., Cabras M., Lentini A., Porqueddu C., Nieddu G.",2017,"Agriculture, Ecosystems and Environment",237,NA,NA,203,212,NA,17,10.1016/j.agee.2016.12.035,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85007574324&doi=10.1016%2fj.agee.2016.12.035&partnerID=40&md5=b567bd983a633ea9cf2e38f42a70697c,Not compare biodiversity
299,338,Organic farming benefits local plant diversity in vineyard farms located in intensive agricultural landscapes,"Nascimbene J., Marini L., Paoletti M.G.",2012,Environmental Management,49,5,NA,1054,1060,NA,31,10.1007/s00267-012-9834-5,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84865339513&doi=10.1007%2fs00267-012-9834-5&partnerID=40&md5=4fc891b24176d750224263f9801a6f82,Not compare simplifiedd vs diversified
300,339,Soil erosion assessment on tillage and alternative soil managements in a sicilian vineyard,"Novara A., Gristina L., Saladino S.S., Santoro A., Cerd‡ A.",2011,Soil and Tillage Research,117,NA,NA,140,147,NA,156,10.1016/j.still.2011.09.007,https://www.scopus.com/inward/record.uri?eid=2-s2.0-81855176179&doi=10.1016%2fj.still.2011.09.007&partnerID=40&md5=9c0d41d76a0752330a8ebea49e2b5c57,Irrelevant 
301,340,A comparison of soil quality and yield parameters under organic and conventional vineyard systems in mediterranean conditions (west turkey),"Okur N., Kayikcioglu H.H., Ates F., Yagmur B.",2016,Biological Agriculture and Horticulture,32,2,NA,73,84,NA,5,10.1080/01448765.2015.1033645,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84929208879&doi=10.1080%2f01448765.2015.1033645&partnerID=40&md5=eaf65f538700935d794ae4fd5d77a5ac,Different Output 
302,341,Estimating the contribution of nitrogen from legume cover crops to the nitrogen nutrition of grapevines using a 15n dilution technique,"Ovalle C., del Pozo A., Peoples M.B., LavÌn A.",2010,Plant and Soil,334,1,NA,247,259,NA,17,10.1007/s11104-010-0379-1,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77955842584&doi=10.1007%2fs11104-010-0379-1&partnerID=40&md5=c83d37fdde7dcd3c8e0c8642528cc810,Not compare biodiversity
303,342,"Soil nutrient availability under cover crops: effects on vines, must, and wine in a tempranillo vineyard","PÈrez-¡lvarez E.P., GarcÌa-Escudero E., Peregrina F.",2015,American Journal of Enology and Viticulture,66,3,NA,311,320,NA,16,10.5344/ajev.2015.14092,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84940374117&doi=10.5344%2fajev.2015.14092&partnerID=40&md5=062880566f18bebd34f94c06b764f1b1,Not compare biodiversity
304,343,"Cover crop short-term effects on soil no3--n availability, nitrogen nutritional status, yield, and must quality in a calcareous vineyard of the aoc rioja, spain","PÈrez-¡lvarez E.P., PÈrez-SotÈs J.L., GarcÌa-Escudero E., Peregrina F.",2013,Communications in Soil Science and Plant Analysis,44,NA,NA,711,721,NA,12,10.1080/00103624.2013.748122,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84874134300&doi=10.1080%2f00103624.2013.748122&partnerID=40&md5=8974bb3d3c156a254b60e960f453641c,Not compare biodiversity
305,345,Cover crops and tillage influence soil organic matter and nitrogen availability in a semi-arid vineyard,"Peregrina F., PÈrez-¡lvarez E.P., Colina M., GarcÌa-Escudero E.",2012,Archives of Agronomy and Soil Science,58,NA,NA,S95,S102,NA,15,10.1080/03650340.2011.648182,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84866427594&doi=10.1080%2f03650340.2011.648182&partnerID=40&md5=991bd387ccee78569aabe0d828a19956,Irrelevant 
306,346,"Cover cropping in vitis vinifera l. cv. manto negro vineyards under mediterranean conditions: effects on plant vigour, yield and grape quality","Pou A., GulÌas J., Moreno M., Tom·s M., Medrano H., Cifre J.",2011,Journal International des Sciences de la Vigne et du Vin,45,4,NA,223,234,NA,13,NA,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84865691525&partnerID=40&md5=be1241bd920c4554801b64edac84410c,Not compare biodiversity
